Clothing ID,Age,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name,text
19,53,0,6,General,Tops,Blouses,"title: Not worth the price [SEP] review: I ordered this blouse as a gift for my mom. it is too pricey to live up to my expectations. it is quite sheer and the hem of the sleeves are unfinished which you can't see in the pictures. this makes a very expensive blouse look cheap. it is made of viscose and dry clean only. the material used is not on par with the price in my opinion. if it had been real silk or another natural fiber, ok. but for me this and the unfinished hem along with the price is a deal breaker for me."
19,56,1,1,General,Tops,Blouses,"title: Cute classic with a modern twist [SEP] review: I'm very surprised by the review given that said this was frumpy. it it absolutely adorable, and the classic plaid is timeless. as first reviewer said, the styling of this on the model does it no favors. it is in reality form fitting but in a very flattering, forgiving way. the waist nips in nicely underneath the top section, then flares out on the bottom section. that bottom flare can sometimes add inches/pounds but this top does it in a very modern, subtle and flattering fashion. and the mater"
19,57,1,2,General,Tops,Blouses,"title: Beautiful tunic [SEP] review: This is beautiful tunic for the spring and summer. great paired with jeans or white denim. runs large and is a true tunic length. very pretty fabric and built in camisole, too. only downside is that it probably needs to be hand washed/line dried to keep it looking like new."
19,57,1,5,General,Tops,Blouses,"title: Cute top [SEP] review: I got this top in the pink. the colors and pattern are beautiful - i received so many compliments. it is very comfortable - it is ""swingy"" so i paired it with skinny jeans. 
i usually wear an xs or s - 0 or 2 in retailer tops - i got this in an xs and it fit perfectly."
19,57,0,4,General,Tops,Blouses,"title: My recommendation is a ""maybe"" [SEP] review: This top is for someone flat chested and skinny. i really like the styling, color, fabric and everything except that it's not for my body type. i am a 36dd and have a little bit of a stomach... so it makes me look fat from the sides.
the pictures taken on the model are from the front and back - but i will bet she would still look good in it from the sides! will be returning it."
19,60,1,0,General,Tops,Blouses,title: Love the design [SEP] review: Really like the loose flowiness. runs big went from med to small with better results. style is forgiving
19,60,1,3,General,Tops,Blouses,"title: Lovely summer into fall top! [SEP] review: Such an adorable top. very flattering despite it's rather full style. just be sure you get the correct size since it does indeed run quite large. i normally wear a small, sometimes medium. i ordered both sizes to be sure but they were both too large! i sized down to xs and that fit perfectly."
19,62,1,2,General,Tops,Blouses,title: Cute top but very oversized [SEP] review: Ordered my usual medium. it swallowed me. have returned to store and they ordered me a small to try. very cute comfortable top
19,66,1,0,General,Tops,Blouses,title: Beautiful but small [SEP] review: none
19,70,1,12,General,Tops,Blouses,title: Party in the back [SEP] review: I saw this top on a store mannikin and was drawn to it by it's color and print. it looked great with blue jeans on display and a lariat necklace. then i noticed the different design on the back below the yoke. the surprise was its being pleated into very fine pleats. i liked the funky quality this added. the design is a good transitional piece to wear early fall or under a jacket. it is machine washable and that finalized the purchase of it. i bought the necklace too. i often wear a small but go
20,20,1,0,General,Tops,Knits,"title: none [SEP] review: This top is so beautiful! whenever i wear it i get lots of compliments. i have washed it a few times on delicate and it still looks great. i do have to wear a cami under it, but the way the straps of the top are made, you cannot see see my bra or cami strap."
20,26,1,4,General,Tops,Knits,"title: none [SEP] review: Was hesitant to order it as first since i was worried it might be a little too boxy in person. glad i tried it since that turned out not to be the case. drapes nicely (exactly like in the picture) and can be worn either on its own or layered with a cardigan/shrug. loose fit means i can wear it to work, too. am usually between a small and xs but the xs fit me well. also wanted to mention this hits me right under the waist and i'm 5ft4 so there is a chance it could be a little too short for someon"
20,28,0,0,General,Tops,Knits,title: Great concept poor quality [SEP] review: Even on sale sale...this tank is not worth the money. the design in the back is adorable & would expect it to be so much better quality but the fabric is flimsy(think old man white tanks that come in a pack) completely see through and lack of shape..i wanted to love this but definitely photographed significantly better than actuality!
20,33,1,1,General,Tops,Knits,"title: Great pops of color for the end of summer [SEP] review: The colors of this top are my favorite part, i want to hold onto summer for as long as possible and this time lets me do that!"
20,33,1,0,General,Tops,Knits,"title: Roomy and flows [SEP] review: Comfortable and flows well, does run large, order one size smaller."
20,33,1,0,General,Tops,Knits,"title: Runs small [SEP] review: Definitely size up...possibly two sizes. i can often wear an xs and the s is skin tight on me. other than that, it's a nice neutral piece."
20,34,1,6,General,Tops,Knits,title: Great summer top [SEP] review: I tried on this top in store & was a bit wishy washy on it at first. however i am so glad i bought it and have worn it 3x in a week (shh!). it is incredibly lightweight & breathable which is great for hot texas summers. i also love that it has interesting back detail. the other reviewers mentioned it was see through but i don't agree - i wear a nude bra with it and have no issues. it can be worn casually with shorts or dressed up with white denim & fancier accessories. either way it looks best w
20,34,1,1,General,Tops,Knits,"title: Love it [SEP] review: Very pleased with this top. i got the blue and white first and now i'm getting the red and white. the material is comfy and not sheer, and the slits at the side and the zipper in back add extra style."
20,34,1,0,General,Tops,Knits,title: none [SEP] review: none
20,36,1,3,General,Tops,Knits,"title: Didn't quite work [SEP] review: The shirt is quite beautiful, the lace is thick and high quality. however, i have a short-ish torso and hourglass figure and this shirt added 20 lbs. the peplum fabric below the waist hung awkwardly and poofed out. maybe this would work better for a taller person, or one who has a straighter build."
20,41,1,0,General,Tops,Knits,"title: Great shirt! [SEP] review: I really like this shirt. i almost didn't order it based on the other reviews, but its cute and comfortable! i didn't get the white color, so that may be why mine is not see through. i just wear it with a bra and its good to go!"
20,43,1,2,General,Tops,Knits,"title: Gorgeous [SEP] review: This top is even more beautiful and vibrant in person, but you definitely need a racerback cami underneath it as the laser cuts are big. the first time i wore it today, i got a number of compliments. a definite keeper."
20,47,1,10,General,Tops,Knits,"title: Great piece to own! [SEP] review: I love wide neck & off-shoulder tops. i think they are very flattering. at first i thought the fabric was too thin but then realized since i want to wear this with a fuller party skirt, its nice that ir is not too bulky.
i actually think it will be really cute with white jeans in the summer and great way to dress up a casual outfit."
20,47,0,1,General,Tops,Knits,"title: Like the idea [SEP] review: Like the idea of this longer tee/tunic to wear with leggings but i found it not flowly enough in my regular retailer size ( small). fit on top but not really on the bottom with the side slits. unflattering how the slits hit me. maybe for some one taller ( i am 5'3"")."
20,48,1,2,General,Tops,Knits,title: Beautiful detail [SEP] review: Beautiful well fitting top. you can't tell from the picture but the entire top is sheer so you need a tank or camisole underneath.
20,49,1,0,General,Tops,Knits,title: none [SEP] review: none
20,50,1,4,General,Tops,Knits,"title: Stylish top [SEP] review: I really liked the lace up details and embroidery. the sleeves were too long for me and i was not a fan of the elastic on the sleeve...made it tough to push sleeves up. i took to my seamstress and her cut elastic out and hem the sleeve. 
now its perfect!"
20,53,1,0,General,Tops,Knits,"title: Love! [SEP] review: I got the green one. as the other reviewers commented, yes, the fabric is thin. however, i wear it with a nude bra and a nude cami and i've had nothing but compliments!"
20,55,1,0,General,Tops,Knits,title: Pleasant surprise! [SEP] review: The picture doesn't do this blouse any justice. the fabric is really nice and the back is really what makes this blouse. the bows down the back of the blouse make it pop!
20,57,1,0,General,Tops,Knits,title: Pretty colors [SEP] review: The colors on this top are very bright & cheery. i love wearing this top. i get a lot of complements on the combination of the pastel colors. it reminds me of a warm summer day. i wear a pink tank under neath and it really brings out the pink colors of the top.
20,61,0,7,General,Tops,Knits,"title: none [SEP] review: Poor quality, material looks much thinner and cheaper than pictured."
20,65,1,18,General,Tops,Knits,"title: No lining in this! [SEP] review: This top is really pretty. it's a very strong embroidered lace all over (front and back) with small holes. but, the description states there is a polyester lining, and this is unlined! so,there are holes. but, i do not think this is immodest and needs a cami. just wear a nude bra under it. the holes are not revealing at all.

the sizing is tts, and is as shown in the photo. i bought an xl because if a top isn't stretchy i need to wear a 16 or 18. this fits me, only it's not as loose in the bac"
20,91,1,15,General,Tops,Knits,"title: none [SEP] review: From the website picture (in particular, the gray one) this may appear to be ""over-sized."" i can assure you, it is not. i have to return the small i ordered on the over-size assumption, and hope the medium (my usual size) fits because it's a really nice top. the sleeves and the pattern of the weave give it good pizzazz."
21,19,1,0,General,Dresses,Dresses,title: Beautiful details [SEP] review: I love everything about this dress. the sleeve and bodice detail make this dress exceptional. the fit is true to size. i ordered medium. the length is as it appears on the model- just below the knee. the material is of great quality and the slip lining is made of a nice stretchy knit.
21,27,1,4,General,Dresses,Dresses,"title: Love [SEP] review: This dress is adorable. the colors are vibrant and very eye catching. i found it runs tts -- for reference i'm 5'4"" 140lbs and i ordered a 6. the dress is fitted on top with some very nice/forgiving pleats around the stomach."
21,32,1,0,General,Dresses,Dresses,"title: Soft and easy [SEP] review: Fits well, soft and comfortable"
21,39,1,4,General,Dresses,Dresses,"title: none [SEP] review: This dress is very figure flattering.  however, it is not navy it's purple.  overall nice print, somewhat cheap material and zipper gets stuck.  i am keeping because it's versatile and i like the vintage floral pattern."
21,40,1,1,General,Dresses,Dresses,"title: Love this cozy dress! [SEP] review: This dress not only makes a statement, it is very comfortable and versatile. casual or dressy options! price is reasonable and i am anxious to wear it for the first time. true to size and has some give. i ordered xs. love it!"
21,47,1,8,General,Dresses,Dresses,"title: Like it, don't love it [SEP] review: I love this dress in the photos, and like it enough to keep it--but i don't love it. it runs borderline true-to-size/slightly large. i'm 5'8"", 133 lbs, 34 b and usually wear a 6 in dresses. i ordered a sm and med. am keeping the sm. medium was way too big. my main issue is the amount of fabric in the skirt--it's a bit full. in the pics, this dress appears straight, but it's not. the higher waist and skirt's fullness gives it a more casual, youthful look, which is not what i want. but the quality"
21,52,1,0,General,Dresses,Dresses,title: Elegant [SEP] review: none
21,59,1,1,General,Dresses,Dresses,title: Elegant [SEP] review: none
21,72,1,0,General,Dresses,Dresses,"title: Cute dress! [SEP] review: This is a very cute dress! the sweater material is not itchy at all. i love the bell sleeve and how the seam at the top of the bell matches up to the waistline of the dress. good quality and well made. i am 5' 9"" tall and this dress falls just above my knees. so for me, it's the perfect length. i bought the black dress and i look forward to wearing it throughout the fall and winter."
22,22,1,0,General,Tops,Sweaters,"title: Great fit and style! [SEP] review: Absolutely adore this jacket. i'm typically a true medium at retailer and the medium fit perfect. the small actually fit really well to and had a little room for sweaters under it but i decided to stick with the medium just so i could bundle up if need be. so perfect and beautiful, the embroidery is gorgeous, i feel so feminine in this coat"
22,25,1,0,General,Tops,Sweaters,title: Amazing [SEP] review: It was purchased as a gift but truly amazing! the quality is fantastic and the owner of the sweater is truly happy with it!
22,29,0,0,General,Tops,Sweaters,"title: Was looking forward to receiving this [SEP] review: This runs a bit on the large side. i ordered my usual m and had room to spare. the green color was lovely, but between the fit and the scratchy fabric, this is headed back. too bad!"
22,31,1,1,General,Tops,Sweaters,"title: Not for the full of chest [SEP] review: I am a 34dd so i purchased the small in green, hoping for a more fitted silhouette. i got what i wanted and it looked great overall. except for the chest. it just sort of mashed my chest down in a very unflattering way. but despite all that i almost kept the coat because it was so soft and warm and beautiful. and sturdy! i could have sized up for a better fit in the chest but then it would have been boxy and we hourglass shaped ladies know how poorly that works out. wish this would have worked b"
22,31,1,1,General,Tops,Sweaters,"title: Warm, soft and lightweight [SEP] review: I loved this jacket! it's exactly what i was looking for. i set out to find a lightweight sweater or jacket that would keep me warm and also versatile enough to wear with different outfits. this definitely fit the bill! in addition, it's really soft and not at all itchy, which was a concern i had since it was wool and i ordered it online. i have received a bunch of compliments! i definitely recommend it!"
22,32,1,0,General,Tops,Sweaters,title: Beautiful [SEP] review: This is beautiful. it can serve as a sweater or a coat and i can't wait to start wearing it.
22,33,1,0,General,Tops,Sweaters,"title: Absolutely stunning! [SEP] review: I'm so glad i splurged on this sweater coat! wow! this is the kind of product i come to retailer from! very unique, good quality, flattering, and surprisingly soft! i wore this over a sleeveless dress for a few hours and not only was i very warm, my arms weren't itchy or irritated at all... on the contrary, it was quite comfortable and soft. this is a bit pricey, but i will definitely get good use of it. i found it to run true to size. i typically wear a 6 and ordered a small. my only quibb"
22,35,1,10,General,Tops,Sweaters,"title: Could do better [SEP] review: There are a lot of boiled wool sweaters and jackets available right now-this is not one of my favorites. while the color is amazing, the buttons are very cheap plastic and they look that way. the are very close together which is hard to button up. the coat is not flattering in the same way it is on the model when it is opened an requires to be closed to have an hour-glass shape. however, sizing down (which would also fix this problem) would cause the shoulder/arm area to be too tight."
22,35,1,0,General,Tops,Sweaters,"title: Gorgeous sweater [SEP] review: This was such an impulse buy- i bought it online during a sweater sale- and i am so glad i did! this is definitely one of my favorite recent purchases. it definitely seems more like a coat than a sweater, but it is lightweight. i ordered the red and it is beautiful. it looks great buttoned or left open and i think this could be dressed up or down (though it does have a hood, so that gives it a slightly more casual feel). it fits true to size- and it is definitely shorter in the front than the ba"
22,35,1,2,General,Tops,Sweaters,"title: Great jacket [SEP] review: Beautiful design and soft, warm wool. warm enough to have on outside in the fall (i live in pdx), and also stylish enough to keep on inside. buy the right size (not too big) because it's meant to fit on the waist and the skirt swings out from there!"
22,38,1,0,General,Tops,Sweaters,title: Great quality [SEP] review: Love the fit. nice and warm and good quality material.
22,38,1,1,General,Tops,Sweaters,"title: Unique upgraded blazer / cardi [SEP] review: Really nice quality warm, sleek sweater. runs small-ish. i'm 5'8"", 140 lbs, 34c. i got the small and could have gotten x-small."
22,39,1,0,General,Tops,Sweaters,"title: Beautiful color [SEP] review: I ordered the red color. it is really good quality. the brownish accents with the burgundy is beautiful and different. unfortunately, i found it to run very large. my normal size fit like a tent, and i had to return."
22,39,1,5,General,Tops,Sweaters,title: Sweatercoat of the season [SEP] review: none
22,39,1,0,General,Tops,Sweaters,title: Swingy [SEP] review: This jacket is sweet and swingy and showing an early sixties vibe that i adore. a bit cropped and wide so definitely size down so your proportions don't look off. i took my medium and it was way too wide and unflattering so i switched to a sp. looks and feels great with layers.
22,39,1,0,General,Tops,Sweaters,title: Versatile and flattering [SEP] review: none
22,41,0,10,General,Tops,Sweaters,"title: Disapppointing [SEP] review: Loved the idea of this - unfortunately, it disappointed all around. it's way too short and ran small. the fuzzy collar was also different than pictured in the stock photo and looked a bit tacky and cheap. the pricepoint is also way off the mark for this piece. usually an retailer small (5""7"" 140 lbs 32dd) but ordered a medium (small would not have fit in this piece). do not recommend."
22,41,1,0,General,Tops,Sweaters,"title: Warm and stylish [SEP] review: I tried on a dressing room full of items before christmas, and this was the clear winner. i got it in the green xs, which fit perfectly. i am 5'6"" and of medium build. the s was slightly too big through the chest and arms - skewed a little too military looking for me. i like the versatility of leaving it open or zipping it up, but like another reviewer, i wish the top lapel would snap back onto the shoulder because it can flop back and that gets a little annoying. overall, i really like the fitt"
22,43,1,0,General,Tops,Sweaters,title: Amazing sweater [SEP] review: What a cute swing sweater and so easy to layer. this jacket looks great snapped or left open and the collar and hood leave such a soft look around your neck. this has such great elements of cozy and warmth just in time for cool weather!
22,43,1,14,General,Tops,Sweaters,"title: Classic retailer [SEP] review: This is classic retailer at it's best.  quality   style   a little something extra makes this piece something that will likely live in my fall / winter wardrobe for decades to come.  first the quality is superb, soft gray wool with a delicate floral embroidery motif on the front. military buttons down the front with a fit and flare waist on a 3/4 length coat.  versatile enough to wear as a sweater or light coat for early fall. fit is generous enough to easily fit a bulky sweater underneath and lay"
22,43,1,0,General,Tops,Sweaters,title: none [SEP] review: none
22,44,1,4,General,Tops,Sweaters,title: Love the cut! [SEP] review: Beautiful sweater - cool enough to wear on a florida evening and it will be perfect for vacation. the sleeves hit right above the wrist bone (exactly as shown on the model) and i really like that. sheer fabric but still a sweater - you will need a cami or tank underneath. can't wait to wear it!
22,45,0,1,General,Tops,Sweaters,"title: Unflattering flair [SEP] review: Really love this sweater. i am pretty crushed i'm returning it. the flair below the waist is too much. the quality is wonderful, the color lovely, the style great- i wore it around the house and every time i caught a mirror, it just was too much material, too big a bell shape. oh well, still looking for the sweater for winter 2016/17."
22,46,1,3,General,Tops,Sweaters,"title: Great jacket [SEP] review: This is a great fitting jacket. the style, etc.
i got this in the grey - i would have exchanged it for the green (but have a similar color that i bought last year from retailer.
so i ended up returning it - only because i didn't like the color on me."
22,52,1,8,General,Tops,Sweaters,"title: Lovely take on the moto jacket. [SEP] review: I bought this jacket in green and it is beautiful. the green is a true
forest green. sizing is accurate. my only wish is that they offered more colors and the snaps were double faced so you could snap the collar back."
22,56,1,2,General,Tops,Sweaters,title: none [SEP] review: I had to order on line -- so popular that my store had sold out! i ordered the cranberry colored jacket and love the color. fortunately the salesperson talked me into a small as it runs fairly big (i'm usually a true medium). i can't wait for the weather to cool off so i can wear it!
22,64,0,23,General,Tops,Sweaters,"title: Beautiful [SEP] review: I've wondered abt this swtr but hesitated to order being it has dolman sleeves. decided to wait for it to come in at the local store. yesterday i spotted it in the store & tried on the orange, labeled 'red' online. i was really looking for the 'cream' but the store did not have it. well, the orange is really much prettier in person. fit is perfect in my usual size s. overall body fit & length is generous, sleeves are wrist length & i'm only 5'3"". most likely the sleeves will be shorter on taller"
22,64,0,22,General,Tops,Sweaters,"title: Itchy! [SEP] review: I love the idea of this coat and foolishly purchased other items in happy anticipation of its arrival.

the description does not say ""lined,"" and i hoped for soft wool that i recently got on the ""yellow with white piping"" sweater coat. this is hard, coarse, itchy wool - impossible for me to wear an unlined garment. i am consistently puzzled by the high prices for garments that are unlined when they really need to be. it went back, and i cannot really recommend this as i know i am not the only"
22,65,1,9,General,Tops,Sweaters,"title: Perfect, flattering sparrow jacket! [SEP] review: I was in my local retailer to scope out a different piece, when i spotted this very attractive, well-designed jacket. sparrow's jacket looks dynamite on. the scale is perfect for me; the high level of detail is ideal. i chose this over getting an oversized sweater coat: it felt like these proportions were most flattering on my body. it will be appropriate for work or nice casual events. i bought the medium, true to size; i am an 8 top, 5'1""130#, 34f. although i largely buy online, sometimes you ju"
22,66,1,1,General,Tops,Sweaters,"title: Love this beautiful jacket!!! [SEP] review: I don't care because i like be it so much; but, make no mistake, it is not black but rather a dark navy. however please don't let this fall negatively on your decision to buy it. it's fabulous!"
22,67,1,0,General,Tops,Sweaters,"title: Comfy jacket [SEP] review: I love this jacket. something to get cozy in on cool california winter nights, and still light enough to wear open and walk around without getting too hot. i am 5'3' and have a medium frame but 34 dd on top. i bought a medium because i hate things to be tight around my chest, and this is perfect. my only disappointment is that i wish it had pockets. i got the wine color and it is very beautiful. wonderful, unique and comfortable jacket. i do recommend it."
22,68,1,0,General,Tops,Sweaters,"title: My new favorite jacket [SEP] review: I love this jacket and always get compliments when i wear it. i have the green version, and the color is lovely. the sleeves are the perfect length ( i got a petite size) and it is very flattering. the jacket is not warm enough for a really windy, snowy day, but is perfect for cool fall days."
22,73,1,2,General,Tops,Sweaters,"title: none [SEP] review: This piece is gorgeous in person. it is more of a broen than taupe and goes with everything... it is more of a coat than a sweater. i bought one for my mom, and picked one up for myself when it went on sale. it is moms favorite piece among her extensive retailer collection."
23,26,1,1,General,Tops,Blouses,"title: Adorable print [SEP] review: I knew i needed to have this shirt as soon as i saw it and luckily for me, it was already on sale. i read the other reviews and ordered a s (usually order xs or s, but went with s for this one because i was worried about the fit of the bust). overall the shirt is huge on me. i considered returning for an xs but suspect that would also be too big and maybe too short. i decided i could get it tailored instead for the cost of exchange shipping. so i will be doing that. otherwise i love everything a"
23,32,1,1,General,Tops,Blouses,"title: Beautiful top, just not perfect [SEP] review: I got my usual xs (i'm a 32b) and the top fit fine from the chest up. my head just fits through the hole on top without having to unbutton. but then from the chest down, the shirt billows out too far. it hits me at the hip like the model (i'm 5'6"" and wear 2/26) but because of the extra fabric it really needs to be longer to balance out the trapeze look. since the top portion fits nicely i almost want to keep it then have a seamstress take it in a little at the waist so it's more a-line than tra"
23,32,1,0,General,Tops,Blouses,"title: Buy this if you want a crop top [SEP] review: I absolutely loved the print on this shirt, and as soon as i saw in the catalog i knew i had to have it. the velvet is beautiful and the pattern is even more rich in person. unfortunately, the shirt is very thin ? much thinner than i'd expect with velvet ? and is so short that it is more like a crop top. even with the shoulders pulled down for the off the shoulder look, the front of the shirt hit me barely below my navel. for reference, i'm only 5'1. i would buy this over again if it were only l"
23,33,0,0,General,Tops,Blouses,"title: Design flaw [SEP] review: Loved the look of this shirt online. i tried it on and was sad to see that the frontal view is all wrong. the cool shoulder design is almost too exaggerated (almost looks as if i'm ready for take off!). unfortunately, none of the featured photos on the product page display the frontal view of the model. i really wish the shoulder design was slightly smaller in shape and size - i would have loved it! looks great from the side but sadly i can't walk around like that ;)"
23,33,1,23,General,Tops,Blouses,"title: Small in bust, tts in torso [SEP] review: This top is a tough one. i ordered my usual medium. i'm 5'7"", 165 lbs, 34c, and wear a 10/m pretty much all the time (tops and bottoms). let's begin:

the bad:
when i tried it on, i found the bust to be too small, and the darting on the sides puckered in a very non-flattering way. the ruffle at the neck stood up more like a mock turtleneck (which is not my scene). also, the fabric seemed a little thin for chambray.

the good:
the pattern is adorable. the sleeveless design would be great under bl"
23,43,1,3,General,Tops,Blouses,"title: Beautiful fabric [SEP] review: Love the pleating on this top. looks great with my
white jeans. it's lightweight and has a slight sheerness."
23,43,1,4,General,Tops,Blouses,title: Great print! [SEP] review: Love this crinkle cotton top for spring. the print is great and i can't wait to wear it!
23,54,0,2,General,Tops,Blouses,"title: Does not have a straight line fit [SEP] review: The fabric of this top is lovely. the fit not so. it does not fit as shown on the model. the fit is very large around the middle and fits more like a ""swing"" top. i am 5'9"" slim build. i ordered my usual size medium. shoulders and back fit perfectly. too much material around the middle. had it had a straight cut to it, as shown, i'd keep it. because it doesn't it's going back."
24,19,1,0,General,Tops,Sweaters,"title: I liked this sweater, with reservations [SEP] review: I liked this sweater's design, i like tunics. the sweater is a light weight knit.the sleeves are long. i got the green, which is lighter than the picture. the slit on sides go up about 18 inches from the bottom. the sweater is comfy, but a shirt is needed under or your ""love handles ""will be showing, if you have them. i also ordered the cream color, but it was more brownish than white, so i returned it."
24,21,1,0,General,Tops,Sweaters,title: Have to have it [SEP] review: I absolutley love this sweater. is is very cozy and warm and can be paired with many different outfits. i am upset i didn't get one in every color!
24,21,1,3,General,Tops,Sweaters,"title: Warm and cozy [SEP] review: This coat is a perfect fall to winter transition coat. it is surprisingly warm in 50 degree weather, so i'm sure it will be warm enough in 30-40 degree weather with some added layers. the only thing to note is that it is unlined and the material is soft so it may be prone to pilling. can be worn casually, to work, and dressed up."
24,22,1,0,General,Tops,Sweaters,title: Good sweater! [SEP] review: none
24,22,1,0,General,Tops,Sweaters,"title: Loved it! [SEP] review: I got the small even though i usually order a medium for sweaters because i prefer them bigger and i'm glad i got the small. the sleeves are very long (which i love) and the sweater is also loose fitting (also, love). the color is gorgeous and it is thick but super soft. i wouldn't wear anything underneath it unless tucked in because the front just comes to the top of my pants. overall, it's gorgeous and i would definitely recommend this!!"
24,24,1,2,General,Tops,Sweaters,"title: Best sweater jacket! [SEP] review: Love this sweater jacket! super comfortable and warm. i am 5'2 and i got a xs petite. it fit perfectly both in length and in the sleeve. the green color is super rich and is perfect for the season. it's easy to wear it up and wear it down. i appreciate that it's not super bulky, which was what i was afraid of. my favorite jacket of the season so far."
24,24,1,3,General,Tops,Sweaters,"title: Love this [SEP] review: I bought this in the store and it is beautiful, the red is more of a faded red/burnt orange, not as bright as pictured, which is great. i am usually an xs or s and was a s in this item."
24,25,1,0,General,Tops,Sweaters,title: Thick and cozy [SEP] review: Great sweater. cozy and thick. the bands at the waist and wrists help keep this sweater in place. the loopy knitted fabric adds a bit of texture to the gray which makes it a little more exciting than your average gray sweater. i got a small and it fit perfectly.
24,25,0,0,General,Tops,Sweaters,"title: none [SEP] review: I bought this mostly to wear around the house, so i'll keep it because i got it on a pretty good sale.

that said, this runs really large. the sleeves are really loose, and it doesn't really hang well over my hips, which is a shame. it's very soft and cozy, which is nice, but i don't think i'll leave the house in it often. it also arrived with a hole in the ribbing on the bottom of the front panel. i was able to tie a knot through one of the loops that i think will prevent further unraveling, bu"
24,26,1,1,General,Tops,Sweaters,"title: Classic with a twist [SEP] review: I wish i hadn't waited so long to buy this! the smalls were sold out in grey by the time i finially did, but the medium ended up being totally fine. perfect for a warmer winter, it is pretty thin so i wouldn't trust it on it's own to keep you warm in cold weather, but easily could be layered! i love the fun aspect of the tie front for this sweater as the front tuck is becoming a little tired in my eyes. i love that you can make it shorter or longer or even tuck it in because the ties aren't sewn"
24,26,1,0,General,Tops,Sweaters,"title: Comfy! [SEP] review: I love this sweater! it's extremely cozy and great for wearing with leggings due to the length. i ordered the red color in a s and it fits great and it is long, like i had hoped. the red is really more of a burnt orange than the red in the photo, but i actually like that even better."
24,26,0,1,General,Tops,Sweaters,title: Pretty but not what i was looking for. [SEP] review: Disappointed with the fit and color of this sweater. more of a rusty red then bright cherry red. i ordered a small and found the sweater had no shape and just hung lumpy on me. i am 5'5 120 and usually a small in retailer sweaters.
24,26,1,1,General,Tops,Sweaters,"title: The best. [SEP] review: I can't say enough good things about this sweater. i bought it when it was full-price and it was totally worth it. it is incredibly soft and looks very sophisticated. i wish i could live in this sweater--given the color and my propensity to make a mess, i want to buy two more just in case!"
24,27,0,1,General,Tops,Sweaters,"title: Comfy but no good [SEP] review: The sweater is very comfy and looked good the first time i tried it on, however the material is thin and slightly see through.
also, after one wear it completely stretched out and made the long sleeves awkward to wear without washing in between each wear. after the third time i wore it, i discovered a large hole in the armpit, most likely due to the excessive washing. i would not recommend this sweater."
24,28,1,5,General,Tops,Sweaters,"title: Favorite new sweater! [SEP] review: I ordered a bunch of clothing from retailer last week, and this is by far my favorite purchase! the detail is gorgeous, it's very soft, and figure flattering."
24,28,1,0,General,Tops,Sweaters,title: none [SEP] review: none
24,29,1,0,General,Tops,Sweaters,"title: Must have [SEP] review: My favorite of the season. i purchased the grey sweater while shopping with girlfriends. i love it so much i'll be purchasing the brown as well. i would normally wear a m/l but tried it on and purchased a s. i don't like very fitted items. however, a small fit perfectly on me. this item runs big."
24,29,1,0,General,Tops,Sweaters,title: Terrific sweater with great detail; runs large [SEP] review: I ordered the sweater in a medium but it was too large - so reordered it in the small and it fits perfectly. love the length- it hits mid hip. it is more of an a-line than straight as show in the picture. the detail is fun and the sweater is well made. highly recommend it- i have received lots of compliments on this sweater.
24,30,1,15,General,Tops,Sweaters,title: Love this coat [SEP] review: Lightweight warm in cold nice as a day jacket. works well as a casual coat. very soft but a little wooly. it's really nice color. thinking about buying another. i got the dark one.
24,30,1,0,General,Tops,Sweaters,"title: Very vintage! [SEP] review: This sweater caught my eye months ago, and i recently picked it up on sale at a great price. it reminds me of something betty draper would wear on mad men; it has a fabulous 1960s feel to it. and, everyone loves pockets! i love the combination of peachy pink and cream, and the sweater it quite warm. the fit is good, although on me, the buttons gap slightly (this is easily remedied by wearing a shirt underneath, as shown on the model). i'm already dreaming up lots of fun outfit combinations!"
24,30,1,4,General,Tops,Sweaters,"title: none [SEP] review: The sweater looks cute if you get the right size. it meant to look a little oversized, i think. the color is pretty in person, however it looks different online and in person so keep that in mind. the material is very warm and a little itchy you will need to wear it over a long sleeve undershirt. the look is nice but it is for a cold day."
24,30,1,0,General,Tops,Sweaters,"title: none [SEP] review: This sweater is absolutely gorgeous. the design and structure might make your shoulders look a little bigger, but i absolutely love it. it has a little boxy shape but i feel like it goes with te style. love it! get tons of compliments every time i wear it."
24,31,1,7,General,Tops,Sweaters,"title: Big bold and beautiful but not for me [SEP] review: Lovely print and colors. interior lining was so super soft, but it did lay right on me, felt very big and bulkly and i wasn't a fan of the single snap closure, esp being so low, so i decided it was not for me at that price and returned. 5'5"", 135lbs, 34c and the s was too big. it is beautiful and i will consider the xs if the price is cut further."
24,31,0,1,General,Tops,Sweaters,title: Shapeless [SEP] review: none
24,31,0,5,General,Tops,Sweaters,"title: So pretty but... [SEP] review: I love this sweater so much and wanted it to be my new favorite, but unfortunately it was a bit short for my longer torso. when i raised my arms up, it bunched up all wrong because it's a very thick sweater."
24,31,1,10,General,Tops,Sweaters,"title: Surprisingly cute! [SEP] review: This is a surprisingly cute faux-fur coverup! it's much cuter in person than on the model. i will be wearing mine over a little black dress, for the holiday parties. it's very glam! perfect for going out. it's also very soft, snuggly, and comfy. most faux fur makes me look gigantic and wide, but this one looks a bit like a little capelet or shrug, and very flattering. it flares out nicely in the back too, and it has a pretty lace-knit stripe pattern on the back. it does shed a bit though. also,"
